Facility Type,Facility Number,Facility Name,Licensee,Facility Administrator,Facility Telephone Number,Facility Address,Facility City,Facility State,Facility Zip,County Name,Regional Office,Facility Capacity,Facility Status,License First Date,Closed Date,Price per week
DAY CARE CENTER,434415461,THINK TOGETHER EARLY LEARNING PROGRAM ADELANTE ACA,THINK TOGETHER,LAURA BECK,(408) 928-1900,2999 RIDGMONT AVENUE,SAN JOSE,CA,95127,SANTA CLARA,7,24,LICENSED,9/4/2019,,
DAY CARE CENTER,434415462,THINK TOGETHER EARLY LEARNING PROGRAM ADELANTE II,THINK TOGETHER,ANN-MARIE LEMMERMAN,(510) 876-1687,1970 CINDERELLA LANE,SAN JOSE,CA,95116,SANTA CLARA,7,24,LICENSED,9/4/2019,,
DAY CARE CENTER,304371242,THINK TOGETHER EARLY LEARNING PROGRAM CARL E. GIL,THINK TOGETHER,"MORENO, JOCELYN",(714) 523-1160,7255 8TH STREET,BUENA PARK,CA,90621,ORANGE,6,24,LICENSED,3/8/2019,,
DAY CARE CENTER,304371241,THINK TOGETHER EARLY LEARNING PROGRAM GORDON H.,THINK TOGETHER,"ESPINOZA, MAGALY",(714) 523-1160,8201 COUNTRY CLUB DRIVE,BUENA PARK,CA,90621,ORANGE,6,24,LICENSED,2/27/2019,,
DAY CARE CENTER,304371147,THINK TOGETHEREARLY LEARNING PROGRAM-PENDLETON,THINK TOGETHER,"ALVA, TIFFANY",(714) 521-8568,7101 STANTON AVENUE,BUENA PARK,CA,90621,ORANGE,6,24,LICENSED,2/16/2017,,
DAY CARE CENTER,191870951,THIRTY SEVENTH STREET EARLY EDUCATION CENTER,LAUSD/EARLY CHILDHOOD EDUCATION,ELIZABETH BLACKWELL,(323) 733-2133,1204 WEST THIRTY SIXTH PLACE,LOS ANGELES,CA,90007,LOS ANGELES,54,115,LICENSED,7/18/1995,,
DAY CARE CENTER,191870920,THIRTY SIXTH STREET EARLY EDUCATION CENTER,LAUSD/EARLY CHILDHOOD EDUCATION,"WILLIAMS, IADRANA",(323) 734-3644,3556 SOUTH ST. ANDREWS PLACE,LOS ANGELES,CA,90018,LOS ANGELES,54,116,LICENSED,5/18/1995,,
DAY CARE CENTER,414004138,THOMAS EDISON ELEMENTARY SCHOOL,JEFFERSON ELEMENTARY SCHOOL DISTRICT,"ZIMIGA, LISA",(650) 991-1250,1267 SOUTHGATE AVENUE,DALY CITY,CA,94015,SAN MATEO,5,24,LICENSED,8/27/2015,,
DAY CARE CENTER,191597516,THOMAS JEFFERSON C.C.C-BELLFLOWER U.S.D.,BELLFLOWER UNIFIED SCHOOL DISTRICT,DINA HERNANDEZ,(562) 804-6509,9980 E. CEDAR,BELLFLOWER,CA,90706,LOS ANGELES,54,45,LICENSED,10/29/1991,,
DAY CARE CENTER,393620586,"THOMASSON, ROBBIE","THOMASSON, ROBBIE","THOMASSON, ROBBIE",(209) 818-3045,444 W. PEARL AVE,STOCKTON,CA,95207,SAN JOAQUIN,53,8,CLOSED,,3/13/2017,
DAY CARE CENTER,376701146,THOMSEN LEARNING CENTER,PAMELA K. THOMSEN,"THOMSEN, PAMELA",(760) 518-9930,1122 B STREET,RAMONA,CA,92065,SAN DIEGO,51,30,LICENSED,6/5/2015,,
DAY CARE CENTER,304270604,THORMAN STATE PRESCHOOL CDC,CONTINUING DEVELOPMENT INC.,"BALMACEDA, NURY",(714) 258-8524,1402 SYCAMORE AVE.,TUSTIN,CA,92780,ORANGE,6,46,INACTIVE,11/17/1999,,
DAY CARE CENTER,390303426,THORNTON HEAD START,"HEAD START CHILD DEVELOPMENT COUNCIL, INC.",ARRIAGA S/CORTEZ L,(209) 794-2809,8633 W MOKELUMNE AVENUE,THORNTON,CA,95686,SAN JOAQUIN,53,34,CLOSED,6/11/1981,6/30/2015,
DAY CARE CENTER,566208586,THREE ANGELS PRESCHOOL AND INFANT CENTER,SOUTHERN CA. ASSOC. OF SEVENTH DAY ADVENTISTS,MARY WIGGINS,(805) 639-0363,6300 TELEPHONE RD.,VENTURA,CA,93003,VENTURA,17,56,LICENSED,9/19/2002,,
DAY CARE CENTER,197492930,THREE LITTLE STARS LEARNING CENTER,"VALENCIA, AIDEE GUTIERREZ",BETSY HERNANDEZ MONTES,(323) 300-6149,44832 CEDAR AVENUE,LANCASTER,CA,93534,LOS ANGELES,12,15,CLOSED,7/11/2016,6/1/2018,
DAY CARE CENTER,197493474,THREE LITTLE STARS LEARNING CENTER,"VALENCIA, AIDEE GUTIERREZ","BABER-GANT, JOCELYN",(323) 300-6149,9113 S. WESTERN AVENUE,LOS ANGELES,CA,90047,LOS ANGELES,30,18,LICENSED,2/13/2018,,
DAY CARE CENTER,13420586,THROUGH THE LOOKING GLASS EARLY HEAD START,"THROUGH THE LOOKING GLASS, INC.","CATCHING, DENISE",(510) 393-6824,3075 ADELINE AVENUE,BERKELEY,CA,94703,ALAMEDA,2,8,LICENSED,2/22/2011,,
DAY CARE CENTER,410501428,THUMBELINA NURSERY SCHOOL,"BOSSE, SUSAN","BOSSE, SUSAN",(650) 364-5165,20 HORGAN AVENUE,REDWOOD CITY,CA,94061,SAN MATEO,5,45,CLOSED,9/2/1977,3/27/2017,
DAY CARE CENTER,414004281,THUMBELINA NURSERY SCHOOL,"ATWELL, TAMMY","ATWELL, TAMMY",(650) 364-5165,20 HORGAN AVENUE,REDWOOD CITY,CA,94061,SAN MATEO,5,45,LICENSED,3/27/2017,,
DAY CARE CENTER,198012838,THURGOOD MARSHALL PRE-SCHOOL,LYNWOOD UNIFIED SCHOOL DISTRICT,ADRIANA FERNANDEZ,(310) 604-3063,"3593 MARTIN L. KING JR., BLVD.",LYNWOOD,CA,90262,LOS ANGELES,54,24,LICENSED,9/19/2006,,
DAY CARE CENTER,343617373,TIAMORE CHILDREN'S CENTER,"VISTICA, KRISANN E.","VISTICA, KRISANN",(916) 717-2885,8344 MADISON AVENUE,FAIR OAKS,CA,95628,SACRAMENTO,3,30,LICENSED,4/8/2013,,
DAY CARE CENTER,191606228,TIBBY STATE PRESCHOOL,COMPTON UNIFIED SCHOOL DISTRICT,ONTRECE ELLERBC,(310) 898-6373,1400 W. POPLAR STREET,COMPTON,CA,90220,LOS ANGELES,54,19,LICENSED,4/20/1992,,
DAY CARE CENTER,274413650,TIBURCIO VASQUEZ PRESCHOOL,ALISAL UNION SCHOOL DISTRICT,"CANO-RAYAS, MONICA",(831) 770-6000,1300 TUSCANY BLVD,SALINAS,CA,93905,MONTEREY,7,24,LICENSED,12/17/2013,,
DAY CARE CENTER,372006468,TIERRA BONITA PRESCHOOL,POWAY UNIFIED SCHOOL DISTRICT,"SINOR, CATHY",(858) 513-9398,14678 TIERRA BONITA,POWAY,CA,92064,SAN DIEGO,51,20,CLOSED,9/14/1992,5/4/2015,
DAY CARE CENTER,153808615,TIERRA SERENA CHILD DEVELOPMENT CENTER,COMMUNITY ACTION PARTNERSHIP OF SLO,MARY LOPEZ,(805) 544-4355,17213 CENTRAL VALLEY HWY,SHAFTER,CA,93263,KERN,4,60,LICENSED,7/8/2010,,
DAY CARE CENTER,566212585,TIERRA VISTA SCHOOL,OCEAN VIEW SCHOOL DISTRICT,DENISE ADAMS,(805) 488-4454,2001 SANFORD ST.,OXNARD,CA,93033,VENTURA,17,24,LICENSED,8/14/2008,,
DAY CARE CENTER,197415611,TIKVAH TOTS,"CONGREGATION TIKVAT JACOB, INC",GWENDOLYN WEXLER,(310) 546-3667,1829 N. SEPULVEDA BLVD.,MANHATTAN BEACH,CA,90266,LOS ANGELES,30,15,CLOSED,8/28/2008,8/6/2018,
DAY CARE CENTER,198010557,TIME TO EXPLORE CHILD DEVELOPMENT CENTER,RAMIE CASE,"CASE, RAMIE",(818) 951-2338,11120 ORO VISTA AVENUE,SUNLAND,CA,91040,LOS ANGELES,12,17,CLOSED,7/24/2004,9/19/2018,
DAY CARE CENTER,434415702,TINKER LEARNING CENTER,TINKER PRESCHOOL LLC,"LY, TU",(415) 990-4352,17535 DEL MONTE AVENUE,MORGAN HILL,CA,95037,SANTA CLARA,7,50,LICENSED,9/29/2017,,
DAY CARE CENTER,384002991,TINKER PRESCHOOL,"TINKER PRESCHOOL, INC.","MONTALBANO, FILIPPO",(628) 256-2281,554 CLEMENT STREET,SAN FRANCISCO,CA,94118,SAN FRANCISCO,5,45,LICENSED,12/29/2017,,
DAY CARE CENTER,384004017,TINKER PRESCHOOL COLE VALLEY,"TINKER PRESCHOOL COLE VALLEY, INC.",WENDY HAN HSIU YEH,(415) 425-3248,1749 WALLER STREET,SAN FRANCISCO,CA,94117,SAN FRANCISCO,5,42,LICENSED,2/14/2019,,
DAY CARE CENTER,384004122,TINKER PRESCHOOL PARK PRESIDIO,TINKER PRESCHOOL PARK PRESIDIO INC.,"DYFOON, MEGHAN",(415) 619-2293,4820 GEARY BLVD.,SAN FRANCISCO,CA,94118,SAN FRANCISCO,5,35,LICENSED,10/7/2019,,
DAY CARE CENTER,13423092,TINKER TODDLE LLC,TINKER TODDLE LLC,"CAZAREZ, SABRINA",(415) 810-9057,225 CENTRAL AVENUE,ALAMEDA,CA,94501,ALAMEDA,2,45,PENDING,,,
DAY CARE CENTER,191890056,TINKER TOTS CHILD CARE,"CHABRA, RAMNIK & MALA","CHABRA, MALA",(323) 222-6040,5743 HUNTINGTON DRIVE,LOS ANGELES,CA,90032,LOS ANGELES,33,43,LICENSED,9/8/1995,,
DAY CARE CENTER,197750060,TINKER VILLAGE,ERICKA DIAZ,"DIAZ, ERICKA",(661) 715-3081,41955 50TH ST W #103,QUARTZ HILL,CA,93536,LOS ANGELES,12,30,CLOSED,,12/18/2019,
DAY CARE CENTER,197750082,TINKER VILLAGE,ERICKA DIAZ,ERICKA DIAZ,(661) 718-3081,41955 50TH STREET WEST #103,QUARTZ HILLS,CA,93536,LOS ANGELES,12,30,PENDING,,,
DAY CARE CENTER,493009815,TINY-KIDS UNIVERSITY PRESCHOOL,WESTSIDE COMMUNITY CHURCH,"BARKER, JONATHAN",(707) 724-1825,14284 HENDRICKS STREET,HEALDSBURG,CA,95448,SONOMA,1,30,CLOSED,,10/22/2019,
DAY CARE CENTER,197493043,TINY BABE'S PREPARATORY ACADEMY,"JACKSON, SHANEEN","JACKSON, SHANEEN",(323) 293-3805,3751 WEST 54TH STREET,LOS ANGELES,CA,90043,LOS ANGELES,30,24,CLOSED,,10/28/2016,
DAY CARE CENTER,434414671,TINY EINSTEIN CHILD DEVELOPMENT CENTER,TINY EINSTEIN CHILD DEVELOPMENT CENTER,OKSANA BAZHENOVA,(650) 518-7777,827 INDEPENDENCE AVENUE,MOUNTAIN VIEW,CA,94043,SANTA CLARA,52,72,LICENSED,11/2/2015,,
DAY CARE CENTER,384002352,TINY GIANTS (PS),"SILVER, JENNIFER & GUMINA, ERIN","SILVER, J & GUMINA, E.",(415) 409-6581,1748 CLAY STREET,SAN FRANCISCO,CA,94109,SAN FRANCISCO,5,60,LICENSED,2/7/2013,,
DAY CARE CENTER,384002754,TINY KNIGHTS PRESCHOOL AT SAINT GABRIEL SCHOOL,TINY KNIGHTS PRESCHOOL AT SAINT GABRIEL SCHOOL,"BANKS, KELLY",(415) 566-0314,2550 - 41ST AVENUE,SAN FRANCISCO,CA,94116,SAN FRANCISCO,5,30,LICENSED,9/19/2016,,
DAY CARE CENTER,343614516,TINY SCHOLARS ACADEMY,R,"MACKLIN,APRIL",(916) 564-2095,1593 WATERWHEEL DR.,SACRAMENTO,CA,95833,SACRAMENTO,3,71,LICENSED,8/27/2007,,
DAY CARE CENTER,197493484,TINY THINKERS PRESCHOOL,"TINY THINKERS PRESCHOOL, LLC","GOONEWARDENA, KAMANI",(818) 892-2655,15737 PARTHENIA STREET,NORTH HILLS,CA,91343,LOS ANGELES,30,70,LICENSED,2/1/2018,,
DAY CARE CENTER,197418063,TINY THINKERS SCHOOL,TINY THINKERS SCHOOL LLC,SANDRA LANZ,(818) 892-2655,15737 PARTHENIA STREET,NORTH HILLS,CA,91343,LOS ANGELES,30,70,CLOSED,3/7/2012,2/5/2018,
DAY CARE CENTER,198006695,TINY TIGERS PRESCHOOL,INTERNATIONAL CHURCH OF THE FOURSQUARE GOSPEL,ROBERTA RESINER,(818) 353-2142,10620 SHERMAN GROVE,SUNLAND,CA,91040,LOS ANGELES,12,43,CLOSED,7/13/2001,11/4/2016,
DAY CARE CENTER,73408237,TINY TOES,TINY TOES,NELLY ORANTES,(925) 516-6995,1284 DAINTY AVE,BRENTWOOD,CA,94513,CONTRA COSTA,2,52,LICENSED,7/8/2017,,
DAY CARE CENTER,304270305,TINY TOT CHRISTIAN SCHOOL,"SHIN, SAM","SHIN, SAM",(714) 220-2207,7362 CRESCENT AVUNUE,BUENA PARK,CA,90620,ORANGE,6,60,CLOSED,7/24/1997,5/7/2018,
DAY CARE CENTER,566208929,TINY TOT PRESCHOOL & KINDERGARTEN,NARE COPORATION,CINDI WHITCOMB,(805) 526-1959,1680 PATRICIA AVE.,SIMI VALLEY,CA,93065,VENTURA,17,59,LICENSED,10/21/2002,,
DAY CARE CENTER,393621662,TINY TOTS ACADEMY,"KETTGEN, CANDI","KETTGEN, CANDI",(209) 294-9803,250 NORTHGATE DRIVE,MANTECA,CA,95336,SAN JOAQUIN,53,58,LICENSED,4/24/2017,,
DAY CARE CENTER,434415380,TINY TOTS PRESCHOOL AND CHILDCARE CENTER,"TINY TOTS PRESCHOOL & CHILDCARE, INC.","HOIBERG, ELIZABETH",(408) 710-3338,8985 MONTEREY ROAD,GILROY,CA,95020,SANTA CLARA,7,90,LICENSED,3/1/2018,,
DAY CARE CENTER,434408928,TINY TOTS PRESCHOOL & DAYCARE,AMADOR AND BRIANNA LEAL,ELIZABETH HOIBERG,(408) 202-2288,8531 CHURCH STREET,GILROY,CA,95020,SANTA CLARA,7,42,CLOSED,5/13/2008,3/25/2019,
DAY CARE CENTER,543808278,TINY TREASURES,"BAER, JENNIFER","BAER, JENNIFER",(559) 623-5363,833 N. BLACKSTONE ST.,TULARE,CA,93274,TULARE,4,47,CLOSED,1/2/2006,6/29/2019,
DAY CARE CENTER,434412028,TINY TREASURES DAYCARE & PRE. SERV. VICTORY,VICTORY OUTREACH CHURCH,BRENDA RAMIREZ,(408) 578-0808,590 SHAWNEE LANE,SAN JOSE,CA,95123,SANTA CLARA,7,36,LICENSED,9/22/2010,,
DAY CARE CENTER,493008053,TINY TREASURES PRESCHOOL,"FIORI, ELIZABETH & FIORI, RON","FLEMING, CLAIRE",(707) 539-8469,6170 MONTECITO BLVD.,SANTA ROSA,CA,95409,SONOMA,1,64,LICENSED,8/5/2010,,
DAY CARE CENTER,13422027,TINY TREASURES PRESCHOOL,BAY AREA CHINESE BIBLE CHURCH,"SMITH, KIMBERLY",(510) 995-2579,1803 NORTH LOOP RD,ALAMEDA,CA,94502,ALAMEDA,2,60,LICENSED,7/10/2015,,
DAY CARE CENTER,197493731,TINY TREASURES PRESCHOOL,TINY TREASURES,TRACIE ADAMS,(424) 296-5650,11815 LONG BEACH BLVD,LYNWOOD,CA,90262,LOS ANGELES,54,42,LICENSED,6/1/2018,,
DAY CARE CENTER,493002686,"TINY TREASURES PRESCHOOL, INC.","TINY TREASURES PRESCHOOL, INC.","FIORI, ELIZABETH",(707) 544-8469,180 WIKIUP DRIVE,SANTA ROSA,CA,95403,SONOMA,1,60,LICENSED,4/2/1999,,
DAY CARE CENTER,198012164,TINY WORLD PRE-SCHOOL,RAHINI SABANAYAGAM,RAHINI SABANAYAGAM,(626) 568-8469,1977 E. VILLA STREET,PASADENA,CA,91107,LOS ANGELES,33,30,LICENSED,2/2/2006,,
DAY CARE CENTER,198016847,TIPS SOUTH HILL ACADEMY,"TIPS SOUTH HILL ACADEMY, INC.",ANGELINA ARAMBORO,(626) 919-2000,1600 E. FRANCISQUITO AVENUE,WEST COVINA,CA,91791,LOS ANGELES,33,120,CLOSED,10/1/2012,3/3/2015,
DAY CARE CENTER,543808141,TIPTON CHILD DEVELOPMENT CENTER,TULARE COUNTY OFFICE OF EDUCATION,"MARTIN, JOSEFA",(559) 651-3022,370 N. EVANS,TIPTON,CA,93272,TULARE,4,15,LICENSED,8/9/2004,,
DAY CARE CENTER,475403783,TLC'S SMALL BLESSINGS,"HASKINS, JULIE","HASKINS, JULIE",(530) 667-5355,427 G STREET,TULELAKE,CA,96134,SISKIYOU,13,15,LICENSED,9/4/2003,,
DAY CARE CENTER,53620147,TLC - THE LEARNING CENTER,"COX, LORI ANN","COX, LORI ANN",(209) 785-1714,411 SAWMILL CREEK ROAD,COPPEROPOLIS,CA,95228,CALAVERAS,53,15,CLOSED,2/24/2015,1/1/2016,
DAY CARE CENTER,503808642,TLC EDUCATIONAL FACILITY,"KIRYAKOUS, ROMINA",SANDRA OGDEN,(209) 667-2273,1620 COLORADO AVENUE,TURLOCK,CA,95382,STANISLAUS,4,46,LICENSED,9/21/2010,,
DAY CARE CENTER,197493076,TLC HEAD START,CHILD CARE RESOURCE CENTER,BEATRIZ ZAMORANDO-PEDREGON,(818) 717-4515,7915 LINDLEY AVENUE,RESEDA,CA,91311,LOS ANGELES,30,16,LICENSED,9/29/2016,,
DAY CARE CENTER,163801672,TLC LEARNING CENTER,TLC LEARNING CENTER,"LUCAS, TINA",(559) 924-0852,119 HEINLEN STREET,LEMOORE,CA,93245,KINGS,4,25,CLOSED,7/1/2000,5/11/2015,
DAY CARE CENTER,198019910,TLC LEARNING CENTER,"LORD'S CHILDREN MISSION, THE",BLANCA APONTE,(562) 868-8516,11005 FOSTER RD,NORWALK,CA,90650,LOS ANGELES,54,120,LICENSED,11/26/2018,,
DAY CARE CENTER,434404916,TLC OF CUPERTINO,NICJUL CORP.,THERESA CAMPBELL,(408) 996-1866,10038 BRET AVENUE,CUPERTINO,CA,95014,SANTA CLARA,7,48,LICENSED,5/8/2002,,
DAY CARE CENTER,210108363,TLC PRESCHOOL,"FALLER, BONNIE C.","FALLER, BONNIE",(415) 892-8002,288 SAN MARIN DRIVE,NOVATO,CA,94945,MARIN,5,18,LICENSED,1/20/1988,,
DAY CARE CENTER,45405112,TLC PRESCHOOL,THERMALITO UNION SCHOOL DISTRICT,"SOLANSKY, ROBYN",(530) 538-2950,2075 POPLAR AVE.,OROVILLE,CA,95965,BUTTE,13,110,LICENSED,8/17/2007,,
DAY CARE CENTER,561702079,TLC PRESCHOOL,TRINITY EVANGELICAL LUTHERAN CHURCH,MELANIE AUSTIN,(805) 644-7099,196 NO. ASHWOOD AVE.,VENTURA,CA,93003,VENTURA,17,72,LICENSED,11/21/1995,,
DAY CARE CENTER,372005540,TLC PRESCHOOL,TIERRASANTA LUTHERAN CHURCH,MARY ANN MICHLANSKI,(858) 292-7446,11240 CLAIREMONT MESA BLVD.,SAN DIEGO,CA,92124,SAN DIEGO,51,12,LICENSED,8/25/1986,,
DAY CARE CENTER,304370329,TLC PRESCHOOL OF SAN CLEMENTE,SAN CLEMENTE COMMUNITY EVANGELICAL FREE CHURCH,"FITTER, JENNIFER",(949) 542-8680,1050 CALLE NEGOCIO,SAN CLEMENTE,CA,92673,ORANGE,6,90,CLOSED,4/20/2007,7/13/2018,
DAY CARE CENTER,376700142,TOBY WELLS YMCA DEVELOPMENTAL PRESCHOOL,YMCA OF SAN DIEGO COUNTY,TALANA LUGO,(858) 496-9622,5105 OVERLAND AVENUE,SAN DIEGO,CA,92123,SAN DIEGO,51,75,LICENSED,9/6/2005,,
DAY CARE CENTER,197419822,TODAY'S MONTESSORI,"TODAY'S MONTESSORI, INC.",SANDY TRIGO,(818) 704-9225,22566 VANOWEN STREET,WEST HILLS,CA,91307,LOS ANGELES,30,45,CLOSED,8/24/2015,10/20/2017,
DAY CARE CENTER,197416672,TODAY'S MONTESSORI,SMITH-CORNMAN LORRAINE/PEREETI/CHEREEN,"SMITH-CORMAN, L.",(818) 704-9221,22566 VANOWEN STREET,WEST HILLS,CA,91307,LOS ANGELES,30,45,CLOSED,4/6/2011,8/24/2015,
DAY CARE CENTER,197493332,TODAYS MONTESSORI,VALLEY JEWISH COMMUNITY CENTER,"TRIGO, SANDY",(818) 704-9221,22566 VANOWEN STREET,WEST HILLS,CA,91307,LOS ANGELES,30,55,LICENSED,10/20/2017,,
DAY CARE CENTER,414003018,TODDLE,TODDLE LLC,"RODRIGUEZ, MARIA",(650) 485-2338,3131 ALAMEDA DE LAS PULGAS,MENLO PARK,CA,94025,SAN MATEO,5,25,LICENSED,3/19/2015,,
DAY CARE CENTER,197419155,TODDLER LEARNING CENTER,"GARDERIE PINWEST, INC.","MIRANDA, ASHLEY",(818) 883-6643,7635 OWENSMOUTH AVENUE,CANOGA PARK,CA,91304,LOS ANGELES,30,40,LICENSED,7/28/2014,,
DAY CARE CENTER,153808368,TODDLER TECH PRESCHOOL,"TODDLER TECH INC/ CLAUSEN, CAROLINE","CLAUSEN, CAROLINE",(661) 861-8324,2211 G STREET,BAKERSFIELD,CA,93301,KERN,4,40,LICENSED,6/9/2007,,
DAY CARE CENTER,191805954,"TODDLER TECH UNIV., INST. OF EARLY CHILDHOOD DEV.","MC GREGORY, FLORA","MC GREGROY, FLORA",(323) 971-2776,7861 S. NORMANDIE AVE.,LOS ANGELES,CA,90044,LOS ANGELES,30,36,LICENSED,5/26/1993,,
DAY CARE CENTER,376700432,TODDLER TOWN - ESCONDIDO,TODDLER TOWN LLC,KAROLYN BRADY,(760) 740-9444,1300 N. ESCONDIDO BLVD.,ESCONDIDO,CA,92026,SAN DIEGO,10,60,CLOSED,3/18/2008,8/16/2016,
DAY CARE CENTER,197409445,"TODDLERS CLUB HOUSE AND PRESCHOOL, THE",CARRIE L. REED,CARRIE L. REED,(818) 996-1077,18900 SATICOY STREET,RESEDA,CA,91335,LOS ANGELES,30,42,LICENSED,11/5/2002,,
DAY CARE CENTER,136608090,TOGETHER FOR CHILDREN,MARIA LILIA GONZALEZ,MARIA GONZALEZ,(760) 348-9981,192 NORTH PLAZA STREET,BRAWLEY,CA,92227,IMPERIAL,20,15,CLOSED,6/25/2015,1/31/2018,
DAY CARE CENTER,136608104,TOGETHER FOR CHILDREN,TOGETHER FOR CHILDREN,MARIA LILIA GONZALEZ,(760) 791-6738,114 J STREET STE B,BRAWLEY,CA,92227,IMPERIAL,20,15,LICENSED,1/31/2018,,
DAY CARE CENTER,136608083,TOGETHER FOR CHILDREN PRESCHOOL,"GONZALEZ, MARIA",ROSA M. BENAVIDES,(760) 348-9981,135 E.  MAIN STREET,CALIPATRIA,CA,92233,IMPERIAL,20,23,CLOSED,11/18/2011,9/21/2015,
DAY CARE CENTER,376701163,TOGETHER WE GROW,TOGETHER WE GROW,KIMBERLY CIERZAN,(760) 757-6031,2120 THIBODO ROAD,VISTA,CA,92081,SAN DIEGO,10,38,LICENSED,10/22/2015,,
DAY CARE CENTER,376700151,TOGETHER WE GROW,"TOGETHER WE GROW, INC.",AIDY VITO CRUZ,(858) 751-0506,5055 VIEWRIDGE AVENUE,SAN DIEGO,CA,92123,SAN DIEGO,51,68,LICENSED,9/6/2005,,
DAY CARE CENTER,197416957,TOI'S & TOTS PRESCHOOL,"DEFFEBAUGH-DAVIS, TOIMICIA","DAVIS, TOIMICIA",(323) 757-8200,1909 W. IMPERIAL HIGHWAY,LOS ANGELES,CA,90047,LOS ANGELES,30,60,CLOSED,2/25/2010,6/30/2016,
DAY CARE CENTER,376700950,TOLER ELEMENTARY SCHOOL-PRESCHOOL,YMCA OF SAN DIEGO COUNTY,SUSAN VANG,(858) 273-0294,3350 BAKER STREET,SAN DIEGO,CA,92117,SAN DIEGO,51,24,CLOSED,11/13/2012,8/2/2019,
DAY CARE CENTER,197418530,TOLUCA CROSSROADS PRESCHOOLS/KINDERGARTEN,"GREAT BEGINNINGS LITTLE SCHOOL, INC.",ARINA FAYNSHTEYN,(818) 980-3688,4814 CAHUENGA BOULEVARD,NORTH HOLLYWOOD,CA,91601,LOS ANGELES,30,84,LICENSED,12/7/2012,,
DAY CARE CENTER,191890457,TOLUCA LAKE EARLY EDUCATION CENTER,LAUSD/EARLY CHILDHOOD EDUCATION,"KAZARIAN, VIKEN",(818) 980-0925,4915 STROHM AVE,NORTH HOLLYWOOD,CA,91601,LOS ANGELES,30,119,LICENSED,10/2/1987,,
DAY CARE CENTER,197417332,TOLUCA LAKE ELEMENTARY SCHOOL CSPP - ROOM 1,LOS ANGELES UNIFIED SCHOOL DISTRICT,"RIO-BOVE, CECIL",(818) 761-3339,4840 CAHUENGA BLVD.,NORTH HOLLYWOOD,CA,91601,LOS ANGELES,30,22,LICENSED,9/28/2010,,
DAY CARE CENTER,313617446,TOMORROW BILINGUAL MONTESSORI PRESCHOOL,"TOMORROW BILINGUAL MONTESSORI PRESCHOOL, LLC",KAREN RICHARDSON,(916) 780-0230,1370 BASELINE ROAD,ROSEVILLE,CA,95747,PLACER,3,96,CLOSED,4/4/2013,4/20/2017,
DAY CARE CENTER,434406680,TOMORROW MONTESSORI,"TOMORROW MONTESSORI, INC.","BROWN, JOYCE",(408) 979-1164,2466 ALMADEN ROAD,SAN JOSE,CA,95125,SANTA CLARA,7,90,LICENSED,1/23/2003,,
DAY CARE CENTER,198019481,TOMORROWLAND ACADEMY,CLAIRE CHOU,CLAIRE CHOU,(626) 401-2489,4126 N PECK RD,EL MONTE,CA,91732,LOS ANGELES,33,98,LICENSED,11/17/2017,,
DAY CARE CENTER,198012468,TOP KIDS,"TOP KIDS, LLC",MONIQUE YIP,(626) 573-2608,2600 NEW AVE.,ROSEMEAD,CA,91770,LOS ANGELES,33,104,LICENSED,7/14/2006,,
DAY CARE CENTER,198018140,TOP KIDS,TOP KIDS,MONIQUE YIP,(626) 285-1988,600 E. GRAND AVE,SAN GABRIEL,CA,91776,LOS ANGELES,33,108,LICENSED,10/24/2014,,
DAY CARE CENTER,197412892,TOPANGA MONTESSORI PRESCHOOL,YITZCHOCK WEISS,NECHAMA WEISS,(310) 455-3373,1459 OLD TOPANGA CANYON ROAD,TOPANGA,CA,90290,LOS ANGELES,30,30,LICENSED,2/28/2006,,
DAY CARE CENTER,304370001,TOPAZ HEAD START,"ORANGE COUNTY HEAD START, INC.",CYNTHIA SUN,(714) 854-1534,1600 SAPPHIRE ROAD,FULLERTON,CA,92831,ORANGE,6,80,LICENSED,6/9/2003,,
DAY CARE CENTER,70200593,TOPS - THE ORINDA PRESCHOOL(PARENT COOP),"ORINDA NURSERY SCHOOL ASSOCIATION, INC., THE",KRISTIN BURCHAM,(925) 254-2551,10 IRWIN WAY,ORINDA,CA,94563,CONTRA COSTA,2,75,LICENSED,11/6/1975,,
DAY CARE CENTER,304270169,TORAH TOTS PRESCHOOL,CHABAD OF LAGUNA JEWISH CENTER,"GOOREVITCH, ELIMELECH",(949) 499-0770,30804 S. COAST HIGHWAY,LAGUNA BEACH,CA,92651,ORANGE,6,25,INACTIVE,9/1/1995,,
DAY CARE CENTER,191605352,TORAT HAYIM HEBREW ACADEMY,TORAT HAYIM HEBREW ACADEMY,CHAYA ROTENBERG,(310) 652-8349,1210 S. LACIENEGA BLVD.,LOS ANGELES,CA,90035,LOS ANGELES,30,50,LICENSED,8/31/1990,,
DAY CARE CENTER,197407820,TORRANCE MONTESSORI SCHOOL,JIANPING ZHU TAI,JIANPING ZHU TAI,(310) 328-5358,2747 CABRILLO AVENUE,TORRANCE,CA,90501,LOS ANGELES,30,34,CLOSED,12/13/2000,3/10/2017,
DAY CARE CENTER,197493304,TORRANCE MONTESSORI SCHOOL,"MOUNT PHOENIX, LLC","LONG, YANMEI",(310) 328-5358,2747 CABRILLO AVENUE,TORRANCE,CA,90501,LOS ANGELES,30,39,LICENSED,3/13/2017,,
